index,title,q,a
1247,"'국회 의원', '국회의원'의 띄어쓰기","'국회 의원'은 띄어 쓰나요, 붙여 쓰나요?","'국회 의원'으로 띄어 쓸 수도 있고 '국회의원'으로 붙여 쓸 수도 있습니다. 한글맞춤법 제50항에 따르면 전문 용어는 단어별로 띄어 씀을 원칙으로 하되 붙여 쓸 수도 있으므로 ‘국회 의원’처럼 띄어 쓰는 것이 원칙이고, ‘국회의원’처럼 붙여 쓰는 것이 허용됩니다."
1248,'국립 과천 과학관'의 띄어쓰기,"'국립 과천 과학관'이 맞나요, '국립과천과학관'이 맞나요?","'국립 과천 과학관', '국립과천과학관' 모두 맞습니다. 한글맞춤법 제49항에 따르면, 성명 이외의 고유 명사는 단어별로 띄어 씀을 원칙으로 하되, 단위별로 띄어 쓸 수 있으므로 ‘국립 과천 과학관’과 같이 단어별로 띄어 씀이 원칙이지만, ‘국립과천과학관’과 같이 단위별로 쓸 수도 있습니다."
1249,"'구분 없이', '틀림없이'의 띄어쓰기","'구분 없이'는 띄고, '틀림없이'는 붙이는 명확한 기준이 무엇인가요?","‘구분 없이’는 구이므로 띄어 쓰고, ‘틀림없이’는 ‘틀림없다’에 부사를 만드는 접미사 ‘-이’가 붙어 만들어진 부사이므로 붙여 씁니다. 복합어 여부는 구성 단어 간의 긴밀성이나 새로운 뜻 형성 여부는 물론이고 함께 노출되는 빈도까지 고려하여 판단합니다."
1250,"'수레', '구루마'의 표현",'수레'와 '구루마' 모두 표준어인가요?,'수레'만 표준어입니다. 바퀴를 달아서 굴러가게 만든 기구를 뜻하는 표준어는 '수레'입니다. '구루마'는 일본말로 표준어가 아닙니다.
1251,"'구특허법', '구 특허법'의 띄어쓰기","'구 특허법'이 맞나요, '구특허법'이 맞나요?","개정되기 전의 특허법을 말하는 경우라면 '구특허법'이 적절합니다. ‘구(舊)’는 '지난날의. 지금은 없는'의 뜻을 나타내는 관형사로 '구 시민 회관', '구 대한 청년당'과 같이 쓰이기도 하고, ‘묵은’ 또는 ‘낡은’의 뜻을 더하는 접두사로 '구세대', '구제도'와 같이 쓰이기도 하는데, 개정되기 전의 특허법은 개정 후 특허법과 구별하여 '묵은' 또는 '낡은'의 뜻을 더하는 접두사를 써 '구특허법'으로 쓰는 것이 알맞습니다."
1252,"'교통사고', '교통 사고'의 띄어쓰기","'교통사고', '교통 사고' 중 바른 띄어쓰기는 무엇인가요?",'교통사고'로 붙여 씁니다. '교통사고'는 '운행 중이던 자동차나 기차 따위가 사람을 치거나 다른 교통 기관과 충돌하는 따위 교통상의 사고'를 이르는 합성어이므로 '교통사고’와 같이 붙여 쓰는 것이 맞습니다.
1253,"'교육열', '교육렬'의 표기","한글맞춤법 제11항 다만에 따르면, 'ㄴ' 외 받침 뒤에서는 '렬', '률'로 적는다는데 왜 '교육열'은 '교육렬'이 아닌가요?","'교육열'의 '열(熱)’은 본음이 ‘열’이기 때문입니다. 규정의 '列', '率'은 각각 본음이 '렬', '률'이라 모음이나 'ㄴ' 받침 뒤에서 속음인 '열', '율'로 적고 나머지 받침 뒤에서는 본음대로 '렬', '률'로 적지만, ‘교육열(敎育熱)’의 '열'은 본음이 '열'이라 앞말의 받침 여부와 상관없이 늘 '열'로 적습니다."
1254,"'교육시키다', '교육하다'의?표현",'교육시키다'는 맞는 표현일까요?,"'교육시키다'는 맞는 표현입니다. '교육하다'는 '지식과 기술 따위를 가르치며 인격을 길러 주다'를 뜻하므로, 자녀를 학교에 보내 교육자가 교육하게 하는 것은 '교육'에 ‘사동’의 뜻을 더하는 접미사 '-시키다'를 붙여 ""그는 날품을 팔아 자식들을 교육시켰다.""와 같이 표현하는 것이 맞습니다. 다만, ""선생님이 교실에서 학생들을 교육시키고 있다.""처럼 '교육하다'를 써야 할 자리에 '교육시키다'를 쓰는 것은 적절하지 않습니다."
1255,'괜찮다'의 활용,사극에 자주 나오는 대사 '괜찮느냐'가 매우 거슬리는데 '괜찮으냐'가 옳은 것 아닌가요?,"'괜찮으냐'가 적절합니다. '괜찮다'는 형용사인데, '-느냐'는 ‘있다’, ‘없다’, ‘계시다’의 어간, 동사 어간 등에 붙어 '물음'을 나타내는 종결 어미이고, '-으냐'는 'ㄹ’을 제외한 받침 있는 형용사 어간 뒤에 붙어 '물음'을 나타내는 종결 어미이므로 '-으냐'를 붙여 '괜찮으냐'라고 하는 것이 맞습니다."
1256,"'광양자', '광량자'의 표기",'광양자'와 '광량자' 중 어느 것이 바른 표기인가요?,"‘광양자’가 바른 표기입니다. 한글맞춤법 제11항 [붙임 4]에 따르면 합성어에서 뒷말의 첫소리가 'ㄹ' 소리로 나더라도 두음법칙에 따라 적으므로, 합성어 '광-양자(光量子)'의 뒷말 '양자'의 첫소리도 두음법칙에 따라 '광-양자'로 적습니다. 참고로 동음어인 '광-양자(光陽子)'의 '陽'은 본음이 '양'이라 두음법칙과 상관없이 언제나 '양'으로 적습니다."
1257,'광양'의 표준 발음,"'삼일절'을 [사밀쩔]로 발음하는 것처럼 앞말의 받침은 모음으로 시작하는 뒤 음절의 첫소리로 옮겨 발음하는데, '광양'의 경우 앞 음절의 'ㅇ'이 뒤 음절의 첫소리로 옮겨 발음되나요?","'광양'의 표준 발음은 [광양]입니다. '광'의 'ㅇ' 받침은 뒤 음절의 첫소리로 연음이 되지 않습니다. 국어의 음절 구성에서 종성(終聲)에 쓰인 ‘ㅇ’은 [ㅇ]으로 발음되지만 초성에 쓰인 'ㅇ'은 음가가 없으므로, 'ㅇ' 받침은 뒤에 모음으로 시작하는 말이 올지라도 그 말의 초성으로 연음되지 않습니다."
1258,"대명사, 수사의 수식","대명사와 수사는 관형어의 수식을 받지 못한다는데, 관형사의 수식을 받지 못하는 게 아닌가요?","생각하신 바가 맞습니다. 관형사는 '새 이것'처럼 대명사를 수식하는 것이 어색하지만, 용언의 관형사형은 '아름다운 그녀'처럼 대명사를 수식할 수 있습니다. 다만, 수사는 '그 둘', '중요한 하나'와 같이 관형사, 관형사형의 수식을 받기도 합니다."
1259,'과시욕'의 표현,'과시욕'이라는 단어는 표준어인가요?,"'과시욕'이라는 단어도 쓸 수 있습니다. '과시욕'은 '자랑하여 보임'을 뜻하는 명사 '과시'에, ‘욕구’ 또는 ‘욕망’의 뜻을 더하는 생산적인 접미사 '-욕'이 붙은 말로서, ""표준국어대사전""에는 등재되어 있지 않지만 현실 쓰임을 보여 주는 ""우리말샘""에는 올라 있습니다."
1260,"'공정률',?'공정율'의 표기",'공정률/공정율'에서 어느 것이 맞나요?,"‘공정률’이 맞습니다. 한글맞춤법 제11항 [붙임 1]에 따르면 단어의 첫머리 이외의 경우에는 본음대로 적습니다만, '렬', '률'은 예외적으로 모음이나 'ㄴ' 받침 뒤에서는 '열', '율'로 적고 나머지 받침 뒤에서는 '렬', '률'로 적으므로 '공정률'로 적습니다."
1261,'공작 부인'과 '공작부인'의 띄어쓰기,"공작의 아내를 뜻하는 말은 '공작 부인'과 같이 띄어 쓰나요, '공작부인'과 같이 붙여 쓰나요?","'공작 부인'과 같이 띄어 씁니다. 공작의 아내를 뜻하는 말은 작위명인 '공작(公爵)'과, 남의 아내를 높여 이르는 '부인(夫人)'이 이어진 구이므로 '공작 부인'으로 띄어 쓰는 것이 맞습니다. 참고로, 화려하게 차린 아름다운 여인을 비유적으로 이르는 ‘공작부인(孔雀夫人)’은 합성어로서 붙여 씁니다."
1262,'공용어'와?'표준어'의?차이,'공용어'와 '표준어'는 어떻게 다른가요?,"'공용어(公用語)’는 '한 나라 안에서 공식적으로 쓰는 언어'나 '국제회의나 기구에서 공식적으로 쓰는 언어'를 뜻하고, ‘표준어’는 '한 나라에서 공용어로 쓰는 규범으로서의 언어'를 뜻하므로 개념적인 차이가 있습니다."
1263,'공동 구매 하다'의 띄어쓰기,"'공동 구매 하다', '공동 구매하다'의 띄어쓰기는 어떻게 하나요?",'공동 구매 하다'로 띄어 쓰는 것이 맞습니다. '공동 구매'는 명사구이고 '공동'은 부사가 아니므로 '공동 구매' 뒤에 '하다'가 온 경우에는 '공동 구매(를) 하다' 구성으로 보아 '공동 구매 하다'로 띄어 씁니다.
1264,'곳'의?품사,'곳'은 자립성이 없어서 의존 명사로 분류해야 하는 거 아닌가요?,"‘곳’은 자립 명사입니다. '곳'의 쓰임이 여느 자립 명사들에 비하여 제한적이라 의존 명사와 유사해 보이기는 합니다만, ""곳에 따라 기후가 조금씩 다르다.""처럼 수식어구를 동반하지 않고 쓰이기도 하므로 의존 명사로 분류하기 어렵습니다."
1265,"'곬이', '닭이'의 발음 차이",'곬이'[골씨]가 '닭이'[달기]와 달리 된소리가 나는 이유는 무엇인가요?,"'곬이'는 예외적인 경우이기 때문입니다. 표준발음법 제14항에 따르면, 겹받침이 모음으로 시작된 조사와 결합되는 경우에는 뒤의 것만을 뒤 음절 첫소리로 옮겨 발음하므로 '닭이'는 [달기]로 발음합니다만, 예외적으로 겹받침 'ㄳ, ㄽ, ㅄ'의 경우에는 'ㅅ'을 연음하되 된소리 [ㅆ]으로 발음하므로 '곬이'는 [골씨]로 발음하는 것입니다."
1266,'곧이어'의 표준 발음,"'곧이어'의 [고디어]가 맞나요, [곤니어]가 맞나요?","‘곧이어’의 표준 발음은 [고디어]입니다. 표준발음법 제29항에 따르면 합성어에서 앞 단어의 끝이 자음이고 뒤 단어의 첫음절이 '이'인 경우에는 'ㄴ' 소리를 첨가하여 [니]로 발음하는 경우가 많습니다만 'ㄴ' 소리를 첨가하여 발음하지 않는 경우도 있는데, '곧이어'가 바로 그런 경우입니다."
1267,"'고치 금',?'고칫금'의?바른?표기",'고치의 값'을 뜻하는 '고치+금'을 '고치금'으로 써야 하나요? 아니면 사이시옷을 넣어서 '고칫금'이라고 써야 하나요?,"'고치 금'으로 씁니다. 합성어가 아니고 ‘고치’와, 시세나 흥정에 따라 결정되는 물건의 값을 이르는 명사 ‘금’이 이어진 구이므로 ‘고치 금’과 같이 띄어 써야 합니다."
1268,'고쳐쓰기'와?'고쳐?쓰다'의 띄어쓰기,"'고쳐쓰기'가 '퇴고'의 뜻으로 쓰일 때에는 합성어로 붙여 쓰는 것이 맞는데, '~을 고쳐 쓴다'와 같이 쓰여도 붙여 쓰나요?",‘무엇을 고쳐 쓴다'와 같이 띄어 씁니다. ‘고치다’의 활용형 '고쳐'와 ‘쓰다’가 이어진 구이므로 띄어 쓰는 것이 맞습니다. 알고 계신 대로 글을 쓸 때에 글의 잘못된 부분을 바로잡아서 다시 쓰는 일을 이르는 명사 ‘고쳐쓰기’는 하나의 명사로 굳어져 붙여 쓰지만 '고쳐 쓰다'는 구로서 띄어 쓰는 것입니다.
1269,'-고(요)'의?쓰임,"""바지하고 구두를 샀어요. 그리고 모자도 샀고요.""에서 '-고요'의 뜻은 무엇인가요?",여기서 '-고요'는 두 가지 이상의 사실을 대등하게 벌여 놓는 연결 어미 '-고' 뒤에 두루높임의 보조사 '요'가 붙은 말입니다. 문장이 연결어미로 끝나 추가적으로 얼마든지 열거될 수 있는 여지를 둔 표현입니다.
1270,'고얀'의 사전 찾기,'고얀'을 사전에서 어떤 단어로 찾아야 하나요?,'고얀'으로 찾습니다. '성미나 언행이 도리에 벗어나는'을 뜻하는 '고얀'은 관형사이므로 '고얀'으로 찾아야 합니다.
1271,"'고야이루시엔테스', '고야 이루시엔테스'의?띄어쓰기","에스파냐 화가 'Goya y Lucientes, Francisco Jos? de'는 '고야이루시엔테스'로 붙여 쓰는 것이 맞나요?","에스파냐 화가 'Goya y Lucientes, Francisco Jos? de'는 ‘고야이루시엔테스’와 같이 붙여 씁니다. ""표준국어대사전"" 편찬 지침에 따르면, 두 가지 이상의 요소로 이루어진 복합 인명은 한 가지 요소로만 이루어진 단순 인명과 같이 처리하는데, 특히 스페인어와 포르투갈어의 y와 e를 포함하는 합성적 성(姓)은 이 요소 앞에 있는 성분까지를 성으로 보므로 'y' 앞의 '고야'까지 붙여 '고야이루시엔테스'로 씁니다."
1272,연결어미 '-고'의?반복적인 쓰임,"""착하고 능력이 있고 유머 감각이 있고 ~고 ~고......""라는 표현이 적절한지요?","문법적으로 ""착하고 능력이 있고 유머 감각이 있고 ~고 ~고......""라고 쓸 수 있습니다. 여기서 ‘-고’는 두 가지 이상의 사실을 대등하게 벌여 놓는 연결 어미이므로, 다수의 사실을 연결할 때에도 쓸 수 있습니다. 다만, 현실적으로는 표현 변화를 위해 '-고'를 반복하기보다는 '-고'와 '-며'를 번갈아 쓰는 경우가 많습니다."
1273,'경우'와?'경우에는'의?표현,"""수정·폐기가 부득이한 {경우/경우에는} 각 부서의 장은 결재를 받아 ooo을 제출해야 한다.""에서 바른 표현은 무엇인가요?","둘 다 쓸 수 있습니다. '수정·폐기가 부득이한 경우'는 문장 구조상 부사어이므로, 부사격 조사를 넣어 '수정·폐기가 부득이한 경우에는'으로 쓸 수 있습니다. 다만, 현실적으로 부사어 쓰임이 쉽게 추정되는 경우에는 조사를 생략하고 쓰기도 하고 그런 경우에는 짧은 휴지를 나타내는 쉼표를 조사 대신 쓰기도 합니다."
1274,'겨우살이'와 '가을살이'의 형태적 차이,'겨우살이'는 'ㄹ'이 탈락했는데 '가을살이'는 왜 'ㄹ'이 탈락하지 않나요?,"'겨우살이'는 역사적으로 'ㄹ'이 탈락하여 굳어진 것이고, '가을살이'는 탈락하지 않고 굳어졌기 때문입니다. 한글맞춤법 제28항에 따르면, 끝소리가 'ㄹ'인 말과 딴 말이 어울릴 적에 'ㄹ' 소리가 나지 않는 것은 안 나는 대로 적으므로, '겨우살이'의 '겨울'은 'ㄹ'이 탈락하여 소리가 나지 않아 '겨우살이'로 적는 것이고, '가을살이'의 '가을'은 'ㄹ'이 소리가 나 '가을살이'로 적는 것입니다."
1275,'마실게요'의 표준 발음,'마실게요'의 표준 발음은 무엇인가요?,"'마실게요'는 [마실께요]와 같이 발음합니다. 표준발음법 제27항에 따르면 관형사형 '-(으)ㄹ’ 뒤에 연결되는 ‘ㄱ’은 된소리로 발음하는데, 그 붙임에 따르면 '-(으)ㄹ'로 시작되는 어미의 경우에도 이에 준하므로 '마시-+-ㄹ게+요'가 결합한 말 '마실게요'는 [마실께요]로 발음하는 것입니다."
1276,"'되는 것', '되는 것'의 띄어쓰기",'도움이 {되는 것/되는것}은'에서 '것'은 앞말과 띄어 쓰나요?,"'도움이 되는 것은'과 같이 앞말과 띄어 씁니다. 한글맞춤법 제42항에 따르면, 의존 명사는 띄어 쓰는데, '것'도 의존 명사이므로 앞말과 띄어 씁니다. '것'의 구어적 표현 '거'에 보조사 'ㄴ'이 붙은 '건'이나, '거'에 주격 조사 '이'가 결합된 '게'도 마찬가지로 앞말과 띄어 씁니다."
1277,'거'와?'것'의?차이,통상적으로 문장 속에서 '거'와 '것'이 구분되지 않고 사용되는 것 같은데 바른 문법이 어떤 것인지요?,"‘것’과 ‘거’는 모두 문법적으로 문제가 없습니다. 다만 ‘거’는 '것'을 구어적으로 이르는 말로서, ‘것’에 비해 입말에서 많이 쓰입니다."
1278,'것을'과?'걸'의?표기,'좋아하는 {것을/걸} 하다'에서 어떤 표현이 맞는 건가요?,"'것을'과 '걸'을 모두 쓸 수 있습니다. '것을'은 의존 명사 ‘것’ 뒤에 목적격 조사 ‘을’이 붙은 형태이고, '걸'은 '것'을 구어적으로 이르는 ‘거’ 뒤에 ‘를’보다 구어적인 ‘ㄹ’이 붙은 형태입니다."
